expression,reading,level
床屋,とこや,Genki Genki_Ln.10 Intermediate_Japanese_Ln.6 JLPT JLPT_N4
オートバイ,オートバイ,JLPT JLPT_N4
運動,うんどうする,JLPT JLPT_N4
止む,やむ,JLPT JLPT_N4
もし,もし,JLPT JLPT_N4
表,おもて,JLPT JLPT_N4
大学生,だいがくせい,Genki Genki_Ln.1 Genki_Ln.8 JLPT JLPT_N4
運転手,うんてんしゅ,Intermediate_Japanese_Ln.6 JLPT JLPT_N4
予習,よしゅう,Genki Genki_Ln.22 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
心配,しんぱいする,JLPT JLPT_N4
別,べつ,JLPT JLPT_N4
非常に,ひじょうに,Intermediate_Japanese_Ln.2 JLPT JLPT_N4
お宅,おたく,Genki Genki_Ln.13 Intermediate_Japanese_Ln.7 JLPT JLPT_N4
柔らかい,やわらかい,JLPT JLPT_N4
拾う,ひろう,Genki Genki_Ln.22 JLPT JLPT_N4
～ございます,～ございます,JLPT JLPT_N4
気,き,JLPT JLPT_N4
比べる,くらべる,JLPT JLPT_N4
ほとんど,ほとんど,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
つもり,つもり,JLPT JLPT_N4
郊外,こうがい,JLPT JLPT_N4
だめ,だめ,JLPT JLPT_N4
売り場,うりば,JLPT JLPT_N4
正月,しょうがつ,JLPT JLPT_N4
規則,きそく,JLPT JLPT_N4
うん,うん,Genki Genki_Ln.8 JLPT JLPT_N4
発音,はつおん,JLPT JLPT_N4
焼く,やく,Genki Genki_Ln.21 JLPT JLPT_N4
屋上,おくじょう,JLPT JLPT_N4
失礼,しつれい,JLPT JLPT_N4
ごみ,ごみ,Genki Genki_Ln.16 JLPT JLPT_N4
アフリカ,アフリカ,JLPT JLPT_N4
点,てん,Intermediate_Japanese_Ln.5 JLPT JLPT_N4
一生懸命,いっしょうけんめい,Intermediate_Japanese_Ln.5 JLPT JLPT_N4
今度,こんど,Genki Genki_Ln.9 JLPT JLPT_N4
機会,きかい,JLPT JLPT_N4
建てる,たてる,JLPT JLPT_N4
複雑,ふくざつ,JLPT JLPT_N4
彼,かれ,Genki Genki_Ln.12 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
いらっしゃる,いらっしゃる,Genki Genki_Ln.19 JLPT JLPT_N4
布団,ふとん,JLPT JLPT_N4
大事,だいじ,JLPT JLPT_N4
贈り物,おくりもの,Intermediate_Japanese_Ln.9 JLPT JLPT_N4
泥棒,どろぼう,Genki Genki_Ln.21 JLPT JLPT_N4
～製,～せい,JLPT JLPT_N4
注意,ちゅうい,JLPT JLPT_N4
台風,たいふう,Genki Genki_Ln.16 JLPT JLPT_N4
日,ひ,Genki Genki_Ln.16 JLPT JLPT_N4
～軒,～けん,JLPT JLPT_N4
そう,そう,JLPT JLPT_N4
通る,とおる,JLPT JLPT_N4
過ぎる,すぎる,JLPT JLPT_N4
レポート; リポート,レポート; リポート,JLPT JLPT_N4
葉,は,JLPT JLPT_N4
必要,ひつよう,JLPT JLPT_N4
課長,かちょう,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
地震,じしん,Genki Genki_Ln.15 JLPT JLPT_N4
すると,すると,JLPT JLPT_N4
止める,やめる,JLPT JLPT_N4
ガラス,ガラス,JLPT JLPT_N4
～学部,～がくぶ,JLPT JLPT_N4
厳しい,きびしい,Genki Genki_Ln.13 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
エスカレーター,エスカレーター,JLPT JLPT_N4
人口,じんこう,Intermediate_Japanese_Ln.4 JLPT JLPT_N4
月,つき,Genki Genki_Ln.20 JLPT JLPT_N4
絹,きぬ,JLPT JLPT_N4
ちっとも,ちっとも,JLPT JLPT_N4
深い,ふかい,JLPT JLPT_N4
壊れる,こわれる,JLPT JLPT_N4
揺れる,ゆれる,JLPT JLPT_N4
落る,おちる,JLPT JLPT_N4
できるだけ,できるだけ,JLPT JLPT_N4
悲しい,かなしい,Genki Genki_Ln.13 JLPT JLPT_N4
中学校,ちゅうがっこう,JLPT JLPT_N4
ガス,ガス,JLPT JLPT_N4
祈る,いのる,JLPT JLPT_N4
盛ん,さかん,JLPT JLPT_N4
アルバイト,アルバイト,Genki Genki_Ln.4 JLPT JLPT_N4
起こす,おこす,Genki Genki_Ln.16 JLPT JLPT_N4
致す,いたす,Genki Genki_Ln.20 JLPT JLPT_N4
噛む,かむ,JLPT JLPT_N4
赤ちゃん,あかちゃん,Genki Genki_Ln.21 JLPT JLPT_N4
浅い,あさい,JLPT JLPT_N4
うそ,嘘,JLPT JLPT_N4
小説,しょうせつ,Genki Genki_Ln.20 JLPT JLPT_N4
親,おや,Genki Genki_Ln.16 Intermediate_Japanese_Ln.6 JLPT JLPT_N4
それに,それに,Intermediate_Japanese_Ln.2 JLPT JLPT_N4
西洋,せいよう,JLPT JLPT_N4
思う,おもう,Genki Genki_Ln.8 JLPT JLPT_N4
パート (タイム),パート (タイム),JLPT JLPT_N4
時代,じだい,JLPT JLPT_N4
申し上げる,もうしあげる,JLPT JLPT_N4
～式,～しき,JLPT JLPT_N4
出席,しゅっせきする,JLPT JLPT_N4
～家,～か,JLPT JLPT_N4
迎える,むかえる,JLPT JLPT_N4
触る,さわる,JLPT JLPT_N4
建て,～だて,JLPT JLPT_N4
社長,しゃちょう,Genki Genki_Ln.11 JLPT JLPT_N4
動物園,どうぶつえん,JLPT JLPT_N4
捕まえる,つかまえる,JLPT JLPT_N4
季節,きせつ,Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4
寄る,よる,Genki Genki_Ln.19 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
決まる,きまる,Intermediate_Japanese_Ln.2 JLPT JLPT_N4
開く,ひらく,JLPT JLPT_N4
逃げる,にげる,JLPT JLPT_N4
だから,だから,Genki Genki_Ln.4 JLPT JLPT_N4
残念,ざんねん,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
畳,たたみ,JLPT JLPT_N4
丁寧,ていねい,JLPT JLPT_N4
地理,ちり,JLPT JLPT_N4
さっき,さっき,Genki Genki_Ln.4 JLPT JLPT_N4
怖い,こわい,Genki Genki_Ln.5 JLPT JLPT_N4
包む,つつむ,Genki Genki_Ln.21 JLPT JLPT_N4
なるべく,なるべく,Intermediate_Japanese_Ln.3 JLPT JLPT_N4
無理,むり,JLPT JLPT_N4
サンドイッチ,サンドイッチ,JLPT JLPT_N4
会議室,かいぎしつ,JLPT JLPT_N4
品物,しなもの,JLPT JLPT_N4
人形,にんぎょう,JLPT JLPT_N4
利用,りよう,JLPT JLPT_N4
飾る,かざる,JLPT JLPT_N4
止める,とめる,JLPT JLPT_N4
恥ずかしい,はずかしい,Genki Genki_Ln.18 JLPT JLPT_N4
いくら～ても,いくら～ても,JLPT JLPT_N4
用事,ようじ,Genki Genki_Ln.12 JLPT JLPT_N4
ビル,ビル,JLPT JLPT_N4
けんかする,けんかする,JLPT JLPT_N4
頑張る,がんばる,Genki Genki_Ln.13 JLPT JLPT_N4
投げる,なげる,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
故障,こしょうする,JLPT JLPT_N4
力,ちから,JLPT JLPT_N4
受ける,うける,JLPT JLPT_N4
気分,きぶん,JLPT JLPT_N4
間違える,まちがえる,Genki Genki_Ln.21 JLPT JLPT_N4
そんな,そんな,JLPT JLPT_N4
星,ほし,JLPT JLPT_N4
場合,ばあい,JLPT JLPT_N4
やっと,やっと,JLPT JLPT_N4
足りる,たりる,Genki Genki_Ln.17 Intermediate_Japanese_Ln.4 JLPT JLPT_N4
行う,おこなう,Intermediate_Japanese_Ln.3 JLPT JLPT_N4
ぶどう,ぶどう,JLPT JLPT_N4
無くなる,なくなる,JLPT JLPT_N4
準備,じゅんびする,JLPT JLPT_N4
世界,せかい,Genki Genki_Ln.10 JLPT JLPT_N4
住所,じゅうしょ,JLPT JLPT_N4
再来月,さらいげつ,JLPT JLPT_N4
林,はやし,JLPT JLPT_N4
倍,ばい,JLPT JLPT_N4
痩せる,やせる,Genki Genki_Ln.7 JLPT JLPT_N4
線,せん,JLPT JLPT_N4
戦争,せんそう,JLPT JLPT_N4
決める,きめる,Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4
調べる,しらべる,JLPT JLPT_N4
寝坊,ねぼう,JLPT JLPT_N4
パパ,パパ,JLPT JLPT_N4
光る,ひかる,JLPT JLPT_N4
夫,おっと,JLPT JLPT_N4
雲,くも,JLPT JLPT_N4
坂,さか,JLPT JLPT_N4
～(て) しまう,～(て) しまう,JLPT JLPT_N4
飛行場,ひこうじょう,JLPT JLPT_N4
柔道,じゅうどう,JLPT JLPT_N4
決して,けっして,JLPT JLPT_N4
事務所,じむしょ,JLPT JLPT_N4
連絡,れんらく,JLPT JLPT_N4
小学校,しょうがっこう,Genki Genki_Ln.23 JLPT JLPT_N4
客,きゃく,Intermediate_Japanese_Ln.2 JLPT JLPT_N4
昔,むかし,Genki Genki_Ln.21 JLPT JLPT_N4
美しい,うつくしい,JLPT JLPT_N4
捨てる,すてる,Genki Genki_Ln.15 JLPT JLPT_N4
なさる,なさる,Genki Genki_Ln.19 JLPT JLPT_N4
事,こと,Genki Genki_Ln.21 JLPT JLPT_N4
どんどん,どんどん,JLPT JLPT_N4
試合,しあい,Genki Genki_Ln.12 Intermediate_Japanese_Ln.7 JLPT JLPT_N4
適当,てきとう,JLPT JLPT_N4
素晴らしい,すばらしい,Intermediate_Japanese_Ln.4 JLPT JLPT_N4
美術館,びじゅつかん,Genki Genki_Ln.11 JLPT JLPT_N4
文法,ぶんぽう,Genki Genki_Ln.13 JLPT JLPT_N4
終わり,おわり,JLPT JLPT_N4
壁,かべ,JLPT JLPT_N4
一度,いちど,JLPT JLPT_N4
お礼,おれい,Genki Genki_Ln.19 Intermediate_Japanese_Ln.9 JLPT JLPT_N4
親切,しんせつ,JLPT JLPT_N4
知らせる,しらせる,JLPT JLPT_N4
歯医者,はいしゃ,JLPT JLPT_N4
熱心,ねっしん,JLPT JLPT_N4
始める,はじめる,Genki Genki_Ln.8 JLPT JLPT_N4
もらう,もらう,JLPT JLPT_N4
泣く,なく,Genki Genki_Ln.13 JLPT JLPT_N4
治る,なおる,JLPT JLPT_N4
熱,ねつ,Intermediate_Japanese_Ln.3 JLPT JLPT_N4
お祭り,おまつり,JLPT JLPT_N4
水道,すいどう,JLPT JLPT_N4
匂い,におい,JLPT JLPT_N4
ベル,ベル,JLPT JLPT_N4
赤ん坊,あかんぼう,JLPT JLPT_N4
おかしい,おかしい,Intermediate_Japanese_Ln.2 JLPT JLPT_N4
事故,じこ,JLPT JLPT_N4
変,へん,JLPT JLPT_N4
辞典,じてん,JLPT JLPT_N4
残る,のこる,JLPT JLPT_N4
立てる,たてる,JLPT JLPT_N4
くれる,くれる,JLPT JLPT_N4
～員,～いん,JLPT JLPT_N4
原因,げんいん,JLPT JLPT_N4
驚く,おどろく,Intermediate_Japanese_Ln.8 JLPT JLPT_N4
いただく,頂く,Genki Genki_Ln.20 JLPT JLPT_N4
祖母,そぼ,JLPT JLPT_N4
場所,ばしょ,Genki Genki_Ln.23 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
答,こたえ,JLPT JLPT_N4
もちろん,もちろん,Genki Genki_Ln.7 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
漬ける,つける,JLPT JLPT_N4
受付,うけつけ,Genki Genki_Ln.22 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
内,うち,JLPT JLPT_N4
スクリーン,スクリーン,JLPT JLPT_N4
増える,ふえる,JLPT JLPT_N4
または,または,JLPT JLPT_N4
けがする,けがする,JLPT JLPT_N4
以下,いか,JLPT JLPT_N4
選ぶ,えらぶ,Genki Genki_Ln.17 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
～ばかり,～ばかり,JLPT JLPT_N4
心,こころ,JLPT JLPT_N4
～だす,～だす,JLPT JLPT_N4
サラダ,サラダ,JLPT JLPT_N4
届ける,とどける,Intermediate_Japanese_Ln.9 JLPT JLPT_N4
あいさつする,挨拶,JLPT JLPT_N4
景色,けしき,JLPT JLPT_N4
確か,たしか,Intermediate_Japanese_Ln.4 JLPT JLPT_N4
ステーキ,ステーキ,JLPT JLPT_N4
食料品,しょくりょうひん,JLPT JLPT_N4
森,もり,JLPT JLPT_N4
以内,いない,JLPT JLPT_N4
予定,よてい,Genki Genki_Ln.15 Intermediate_Japanese_Ln.15 JLPT JLPT_N4
オーバー,オーバー,JLPT JLPT_N4
乾く,かわく,JLPT JLPT_N4
石,いし,JLPT JLPT_N4
思い出す,おもいだす,Intermediate_Japanese_Ln.8 JLPT JLPT_N4
踊る,おどる,Genki Genki_Ln.9 JLPT JLPT_N4
細かい,こまかい,JLPT JLPT_N4
塗る,ぬる,JLPT JLPT_N4
ご主人,ごしゅじん,Genki Genki_Ln.14 JLPT JLPT_N4
珍しい,めずらしい,Intermediate_Japanese_Ln.4 JLPT JLPT_N4
用,よう,Intermediate_Japanese_Ln.9 JLPT JLPT_N4
公務員,こうむいん,JLPT JLPT_N4
お嬢さん,おじょうさん,Genki Genki_Ln.22 JLPT JLPT_N4
用意,ようい,JLPT JLPT_N4
探す,さがす,Genki Genki_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
形,かたち,JLPT JLPT_N4
運転,うんてんする,JLPT JLPT_N4
すっかり,すっかり,JLPT JLPT_N4
アナウンサー,アナウンサー,JLPT JLPT_N4
お土産,おみやげ,Genki Genki_Ln.4 JLPT JLPT_N4
消しゴム,けしゴム,JLPT JLPT_N4
旅館,りょかん,Genki Genki_Ln.15 Intermediate_Japanese_Ln.6 JLPT JLPT_N4
海岸,かいがん,JLPT JLPT_N4
寂しい,さびしい,Genki Genki_Ln.9 JLPT JLPT_N4
火,ひ,JLPT JLPT_N4
育てる,そだてる,Genki Genki_Ln.22 JLPT JLPT_N4
味噌,みそ,JLPT JLPT_N4
お祝い,おいわい,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
乗り物,のりもの,JLPT JLPT_N4
案内,あんないする,JLPT JLPT_N4
通う,かよう,JLPT JLPT_N4
連れる,つれる,JLPT JLPT_N4
技術,ぎじゅつ,JLPT JLPT_N4
小鳥,ことり,JLPT JLPT_N4
下宿,げしゅく,JLPT JLPT_N4
ジャム,ジャム,JLPT JLPT_N4
招待,しょうたいする,JLPT JLPT_N4
鏡,かがみ,JLPT JLPT_N4
はず,はず,JLPT JLPT_N4
法律,ほうりつ,JLPT JLPT_N4
進む,すすむ,JLPT JLPT_N4
楽む,たのしむ,JLPT JLPT_N4
貿易,ぼうえき,JLPT JLPT_N4
反対,はんたい,JLPT JLPT_N4
おる,おる,Genki Genki_Ln.20 JLPT JLPT_N4
申す,もうす,Genki Genki_Ln.20 JLPT JLPT_N4
試験,しけん,Genki Genki_Ln.9 JLPT JLPT_N4
真面目,まじめ,JLPT JLPT_N4
ごらんになる,,Genki Genki_Ln.19 JLPT JLPT_N4
店員,てんいん,Intermediate_Japanese_Ln.6 JLPT JLPT_N4
泊まる,とまる,JLPT JLPT_N4
よろしい,よろしい,JLPT JLPT_N4
今夜,こんや,JLPT JLPT_N4
おつり,おつり,JLPT JLPT_N4
チェックする,チェックする,JLPT JLPT_N4
会話,かいわ,JLPT JLPT_N4
空気,くうき,Genki Genki_Ln.8 JLPT JLPT_N4
交通,こうつう,JLPT JLPT_N4
ワープロ,ワープロ,JLPT JLPT_N4
喜ぶ,よろこぶ,JLPT JLPT_N4
急行,きゅうこう,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
皆,みな,JLPT JLPT_N4
味,あじ,JLPT JLPT_N4
空港,くうこう,Genki Genki_Ln.20 JLPT JLPT_N4
手袋,てぶくろ,Genki Genki_Ln.10 JLPT JLPT_N4
校長,こうちょう,JLPT JLPT_N4
ごちそう,ごちそう,JLPT JLPT_N4
踊り,おどり,JLPT JLPT_N4
興味,きょうみ,JLPT JLPT_N4
引っ越す,ひっこす,JLPT JLPT_N4
冷房,れいぼう,JLPT JLPT_N4
都合,つごう,JLPT JLPT_N4
遠慮,えんりょする,JLPT JLPT_N4
亡くなる,なくなる,JLPT JLPT_N4
科学,かがく,Genki Genki_Ln.1 JLPT JLPT_N4
はっきり,はっきり,JLPT JLPT_N4
差し上げる,さしあげる,Genki Genki_Ln.20 JLPT JLPT_N4
気持ち,きもち,JLPT JLPT_N4
祖父,そふ,JLPT JLPT_N4
港,みなと,JLPT JLPT_N4
予約,よやく,Genki Genki_Ln.10 JLPT JLPT_N4
凄い,すごい,JLPT JLPT_N4
入学,にゅうがくする,JLPT JLPT_N4
片付ける,かたづける,JLPT JLPT_N4
写す,うつす,JLPT JLPT_N4
パソコン,パソコン,JLPT JLPT_N4
部長,ぶちょう,Genki Genki_Ln.19 Intermediate_Japanese_Ln.15 JLPT JLPT_N4
火事,かじ,JLPT JLPT_N4
足す,たす,JLPT JLPT_N4
教会,きょうかい,Intermediate_Japanese_Ln.9 JLPT JLPT_N4
彼ら,かれら,JLPT JLPT_N4
いっぱい,一杯,JLPT JLPT_N4
アメリカ,アメリカ,Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_N4
男性,だんせい,JLPT JLPT_N4
理由,りゆう,JLPT JLPT_N4
生産,せいさんする,JLPT JLPT_N4
着物,きもの,Genki Genki_Ln.13 JLPT JLPT_N4
おもちゃ,おもちゃ,Genki Genki_Ln.11 JLPT JLPT_N4
暮れる,くれる,JLPT JLPT_N4
釣る,つる,JLPT JLPT_N4
～ちゃん,～ちゃん,JLPT JLPT_N4
打つ,うつ,JLPT JLPT_N4
あんな,あんな,JLPT JLPT_N4
謝る,あやまる,JLPT JLPT_N4
昼間,ひるま,JLPT JLPT_N4
教育,きょういく,JLPT JLPT_N4
女性,じょせい,JLPT JLPT_N4
米,こめ,JLPT JLPT_N4
邪魔,じゃま,JLPT JLPT_N4
国際,こくさい,JLPT JLPT_N4
隅,すみ,JLPT JLPT_N4
伺う,うかがう,JLPT JLPT_N4
再来週,さらいしゅう,JLPT JLPT_N4
夢,ゆめ,Genki Genki_Ln.11 JLPT JLPT_N4
喉,のど,JLPT JLPT_N4
最近,さいきん,Genki Genki_Ln.15 Intermediate_Japanese_Ln.9 JLPT JLPT_N4
周り,まわり,JLPT JLPT_N4
歴史,れきし,Genki Genki_Ln.1 Genki_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
不便,ふべん,JLPT JLPT_N4
血,ち,JLPT JLPT_N4
～続ける,～つづける,JLPT JLPT_N4
毛,け,JLPT JLPT_N4
ひどい,ひどい,Genki Genki_Ln.21 Intermediate_Japanese_Ln.4 JLPT JLPT_N4
例えば,たとえば,Genki Genki_Ln.17 Intermediate_Japanese_Ln.2 JLPT JLPT_N4
中々,なかなか,JLPT JLPT_N4
随分,ずいぶん,JLPT JLPT_N4
～やすい,～やすい,JLPT JLPT_N4
押し入れ,おしいれ,JLPT JLPT_N4
電灯,でんとう,JLPT JLPT_N4
叱る,しかる,JLPT JLPT_N4
サンダル,サンダル,JLPT JLPT_N4
びっくりする,びっくりする,Genki Genki_Ln.21 JLPT JLPT_N4
うまい,うまい,JLPT JLPT_N4
変える,かえる,JLPT JLPT_N4
講堂,こうどう,JLPT JLPT_N4
子,こ,JLPT JLPT_N4
沸かす,わかす,JLPT JLPT_N4
レジ,レジ,JLPT JLPT_N4
しばらく,しばらく,JLPT JLPT_N4
特に,とくに,Intermediate_Japanese_Ln.3 JLPT JLPT_N4
空く,あく,JLPT JLPT_N4
計画,けいかくする,JLPT JLPT_N4
通り,とおり,JLPT JLPT_N4
下着,したぎ,JLPT JLPT_N4
経済,けいざい,JLPT JLPT_N4
こう,こう,JLPT JLPT_N4
是非,ぜひ,Genki Genki_Ln.9 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
裏,うら,JLPT JLPT_N4
為,ため,JLPT JLPT_N4
おいでになる,おいでになる,JLPT JLPT_N4
変わる,かわる,Intermediate_Japanese_Ln.4 JLPT JLPT_N4
以外,いがい,Intermediate_Japanese_Ln.3 JLPT JLPT_N4
済む,すむ,JLPT JLPT_N4
ハンバーグ,ハンバーグ,JLPT JLPT_N4
市,し,JLPT JLPT_N4
引き出し,ひきだし,JLPT JLPT_N4
遊び,あそび,JLPT JLPT_N4
支度,したくする,JLPT JLPT_N4
～始める,～はじめる,JLPT JLPT_N4
見える,みえる,Genki Genki_Ln.15 JLPT JLPT_N4
十分,じゅうぶん,JLPT JLPT_N4
音,おと,Genki Genki_Ln.20 JLPT JLPT_N4
きっと,きっと,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
まず,まず,Genki Genki_Ln.18 JLPT JLPT_N4
遠く,とおく,JLPT JLPT_N4
大体,だいたい,Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
折れる,おれる,JLPT JLPT_N4
正しい,ただしい,JLPT JLPT_N4
輸入,ゆにゅう,JLPT JLPT_N4
返事,へんじ,JLPT JLPT_N4
都,と,JLPT JLPT_N4
産業,さんぎょう,JLPT JLPT_N4
伝える,つたえる,Genki Genki_Ln.20 Intermediate_Japanese_Ln.15 JLPT JLPT_N4
お金持ち,かねもち; おかねもち,JLPT JLPT_N4
説明,せつめい,JLPT JLPT_N4
島,しま,Intermediate_Japanese_Ln.5 JLPT JLPT_N4
道具,どうぐ,JLPT JLPT_N4
滑る,すべる,JLPT JLPT_N4
それほど,それほど,JLPT JLPT_N4
以上,いじょう,JLPT JLPT_N4
～まま,～まま,JLPT JLPT_N4
特急,とっきゅう,JLPT JLPT_N4
プレゼント,プレゼント,Genki Genki_Ln.12 JLPT JLPT_N4
～(に) よると,～(に) よると,JLPT JLPT_N4
妻,つま,JLPT JLPT_N4
帰り,かえり,JLPT JLPT_N4
具合,ぐあい,JLPT JLPT_N4
堅; 硬; 固い,かたい,JLPT JLPT_N4
駐車場,ちゅうしゃじょう,JLPT JLPT_N4
スーツ,スーツ,JLPT JLPT_N4
危険,きけん,Intermediate_Japanese_Ln.15 JLPT JLPT_N4
髪,かみ,Genki Genki_Ln.7 JLPT JLPT_N4
天気予報,てんきよほう,Genki Genki_Ln.8 JLPT JLPT_N4
彼女,かのじょ,Genki Genki_Ln.12 JLPT JLPT_N4
間,あいだ,JLPT JLPT_N4
卒業,そつぎょう,JLPT JLPT_N4
それで,それで,JLPT JLPT_N4
枝,えだ,JLPT JLPT_N4
専門,せんもん,Genki Genki_Ln.1 JLPT JLPT_N4
そろそろ,そろそろ,JLPT JLPT_N4
送る,おくる,Genki Genki_Ln.14 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
あげる,あげる,JLPT JLPT_N4
騒ぐ,さわぐ,JLPT JLPT_N4
尋ねる,たずねる,JLPT JLPT_N4
放送,ほうそうする,JLPT JLPT_N4
政治,せいじ,Genki Genki_Ln.1 Genki_Ln.12 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
市民,しみん,JLPT JLPT_N4
ファックス,ファックス,JLPT JLPT_N4
負ける,まける,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
指輪,ゆびわ,Genki Genki_Ln.14 JLPT JLPT_N4
田舎,いなか,JLPT JLPT_N4
見つける,みつける,Genki Genki_Ln.21 JLPT JLPT_N4
高校生,こうこうせい,Genki Genki_Ln.1 JLPT JLPT_N4
講義,こうぎ,Intermediate_Japanese_Ln.5 JLPT JLPT_N4
そんなに,そんなに,JLPT JLPT_N4
昼休み,ひるやすみ,JLPT JLPT_N4
忘れ物,わすれもの,JLPT JLPT_N4
下りる,おりる,JLPT JLPT_N4
腕,うで,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
訳,わけ,JLPT JLPT_N4
承知,しょうちする,JLPT JLPT_N4
日記,にっき,Genki Genki_Ln.18 JLPT JLPT_N4
高校; 高等学校,こうこう; こうとうがっこう,JLPT JLPT_N4
似る,にる,JLPT JLPT_N4
～おわる,～おわる,JLPT JLPT_N4
暖房,だんぼう,JLPT JLPT_N4
留守,るす,Genki Genki_Ln.21 JLPT JLPT_N4
割合,わりあい,JLPT JLPT_N4
寺,てら,JLPT JLPT_N4
慣れる,なれる,JLPT JLPT_N4
普通,ふつう,Intermediate_Japanese_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
手伝う,てつだう,JLPT JLPT_N4
なるほど,なるほど,Intermediate_Japanese_Ln.6 JLPT JLPT_N4
くださる,くださる,JLPT JLPT_N4
息子,むすこ,JLPT JLPT_N4
お子さん,おこさん,Genki Genki_Ln.19 JLPT JLPT_N4
会場,かいじょう,JLPT JLPT_N4
笑う,わらう,JLPT JLPT_N4
運ぶ,はこぶ,Genki Genki_Ln.22 Intermediate_Japanese_Ln.6 JLPT JLPT_N4
文学,ぶんがく,Genki Genki_Ln.1 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
光,ひかり,JLPT JLPT_N4
お見舞い,おみまい,JLPT JLPT_N4
席,せき,Intermediate_Japanese_Ln.7 JLPT JLPT_N4
～様,～さま,JLPT JLPT_N4
ご存じ,ごぞんじ,JLPT JLPT_N4
下る,さがる,JLPT JLPT_N4
字,じ,Genki Genki_Ln.20 JLPT JLPT_N4
アジア,アジア,JLPT JLPT_N4
褒める,ほめる,Genki Genki_Ln.21 JLPT JLPT_N4
空く,すく,JLPT JLPT_N4
あ,あ,JLPT JLPT_N4
最も,もっとも,JLPT JLPT_N4
合う,あう,JLPT JLPT_N4
～代,～だい,JLPT JLPT_N4
最後,さいご,JLPT JLPT_N4
値段,ねだん,JLPT JLPT_N4
退院,たいいんする,JLPT JLPT_N4
展覧会,てんらんかい,JLPT JLPT_N4
久しぶり,ひさしぶり,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4
カーテン,カーテン,Genki Genki_Ln.18 JLPT JLPT_N4
汽車,きしゃ,JLPT JLPT_N4
遅れる,おくれる,Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4
見つかる,みつかる,JLPT JLPT_N4
召し上がる,めしあがる,Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4
太る,ふとる,Genki Genki_Ln.7 JLPT JLPT_N4
注射,ちゅうしゃ,JLPT JLPT_N4
様,よう,JLPT JLPT_N4
～おき,～おき,JLPT JLPT_N4
最初,さいしょ,JLPT JLPT_N4
御～,ご～,JLPT JLPT_N4
安心,あんしん,JLPT JLPT_N4
直る,なおる,JLPT JLPT_N4
集める,あつめる,Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4
直す,なおす,Genki Genki_Ln.16 JLPT JLPT_N4
続く,つづく,JLPT JLPT_N4
先輩,せんぱい,Genki Genki_Ln.22 JLPT JLPT_N4
約束,やくそく,Genki Genki_Ln.13 JLPT JLPT_N4
世話,せわする,JLPT JLPT_N4
近所,きんじょ,JLPT JLPT_N4
将来,しょうらい,Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
億,おく,JLPT JLPT_N4
数学,すうがく,JLPT JLPT_N4
文化,ぶんか,Genki Genki_Ln.19 JLPT JLPT_N4
払う,はらう,Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
習慣,しゅうかん,JLPT JLPT_N4
焼ける,やける,JLPT JLPT_N4
君,きみ,JLPT JLPT_N4
冷える,ひえる,JLPT JLPT_N4
点く,つく,JLPT JLPT_N4
この間,このあいだ,Genki Genki_Ln.16 JLPT JLPT_N4
かっこう,格好,JLPT JLPT_N4
かまう,,JLPT JLPT_N4
続ける,つづける,Genki Genki_Ln.21 JLPT JLPT_N4
落す,おとす,JLPT JLPT_N4
明日,あす,JLPT JLPT_N4
出発,しゅっぱつする,JLPT JLPT_N4
